,Join
11626,96309
11627,94540
11628,116907
11629,105527
11630,105526
11631,105525
11632,114008
11633,15810
11634,116866
11635,116867
11636,116868
11637,174679
11638,118141
11639,116909
11640,95774
11641,116926
11642,116927
11643,119232
11644,116911
11645,116912
11646,116913
11647,116916
11648,116917
11649,116921
11650,116922
11651,116923
11652,116924
11653,116928
11654,116925
11655,116929
11656,116930
11657,99993
11658,92624
11659,116935
11660,116936
11661,119233
11662,116931
11663,116932
11664,116937
11665,116933
11666,116934
11667,116938
11668,116939
11669,108657
11670,108658
11671,116941
11672,116942
11673,116943
11674,102972
11675,116944
11676,116946
11677,116947
11678,116948
11679,108664
11680,108665
11681,100953
11682,116951
11683,116952
11684,100967
11685,12314
11686,100968
11687,116954
11688,116955
11689,116956
11690,116957
11691,117594
11692,117595
11693,99860
11694,103405
11695,99859
11696,116960
11697,98042
11698,98041
11699,99772
11700,116961
11701,116962
11702,117596
11703,94245
11704,116963
11705,116965
11706,116966
11707,116967
11708,92718
11709,102922
11710,116969
11711,94795
11712,93071
11713,95969
11714,91379
11715,101313
11716,99332
11717,97765
11718,99342
11719,117597
11720,102797
11721,104384
11722,103180
11723,92580
11724,108101
11725,116970
11726,103348
11727,92681
11728,113067
11729,102658
11730,113068
11731,113069
11732,116973
11733,116976
11734,116977
11735,116978
11736,108102
11737,116980
11738,101311
11739,101066
11740,116981
11741,100518
11742,105883
11743,116982
11744,99423
11745,108103
11746,96368
11747,98165
11748,96367
11749,96365
11750,94579
11751,104341
11752,116983
11753,116984
11754,108104
11755,111543
11756,111544
11757,111545
11758,111546
11759,92796
11760,94542
11761,103468
11762,98128
11763,105291
11764,99930
11765,111551
11766,104736
11767,97342
11768,101189
11769,18013
11770,16587
11771,113070
11772,113071
11773,104511
11774,94568
11775,103491
11776,101770
11777,96342
11778,101769
11779,105344
11780,99983
11781,99982
11782,105343
11783,92842
11784,101794
11785,113073
11786,113075
11787,104395
11788,24772
11789,24773
11790,24774
11791,24775
11792,104500
11793,78864
11794,78865
11795,119085
11796,119089
11797,78866
11798,78867
11799,78869
11800,99828
11801,78870
11802,105197
11803,92716
11804,99827
11805,101645
11806,104606
11807,101837
11808,101836
11809,96401
11810,94610
11811,105383
11812,101835
11813,78873
11814,104492
11815,78874
11816,4912
11817,18036
11818,104516
11819,10429
11820,108697
11821,78876
11822,78877
11823,96346
11824,99958
11825,101776
11826,102706
11827,78878
11828,104514
11829,116985
11830,104546
11831,116986
11832,104567
11833,105290
11834,96468
11835,108108
11836,104585
11837,99831
11838,104963
11839,98916
11840,104607
11841,113076
11842,94555
11843,92807
11844,98142
11845,101757
11846,98141
11847,94554
11848,98139
11849,92805
11850,116999
11851,117000
11852,108703
11853,108704
11854,96067
11855,100044
11856,94241
11857,96476
11858,94242
11859,92999
11860,98051
11861,102709
11862,117001
11863,117002
11864,108711
11865,101008
11866,93013
11867,91291
11868,97824
11869,105466
11870,105496
11871,103164
11872,98628
11873,117003
11874,117004
11875,105502
11876,105484
11877,105495
11878,105494
11879,105472
11880,105501
11881,105485
11882,92515
11883,96057
11884,104969
11885,96055
11886,104968
11887,117005
11888,101437
11889,102413
11890,101454
11891,102770
11892,104473
11893,104505
11894,101494
11895,100149
11896,185040
11897,102801
11898,103409
11899,105228
11900,92744
11901,96247
11902,92743
11903,105227
11904,103210
11905,103408
11906,99854
11907,105226
11908,96245
11909,103402
11910,94466
11911,92739
11912,96244
11913,103209
11914,185035
11915,117020
11916,117021
11917,117022
11918,117023
11919,117024
11920,105324
11921,99957
11922,99956
11923,92825
11924,92824
11925,98168
11926,105348
11927,96370
11928,112639
11929,103084
11930,104560
11931,101642
11932,99475
11933,103101
11934,104799
11935,101210
11936,103937
11937,113085
11938,104915
11939,113086
11940,113088
11941,105212
11942,92532
11943,109626
11944,113089
11945,103283
11946,91840
11947,92484
11948,104279
11949,12821
11950,1155
11951,109627
11952,113094
11953,10316
11954,495
11955,92794
11956,105289
11957,99926
11958,101629
11959,101744
11960,103354
11961,103465
11962,105288
11963,108739
11964,108740
11965,109629
11966,109630
11967,108744
11968,108745
11969,117600
11970,12151
11971,951
11972,108746
11973,108747
11974,108748
11975,108749
11976,101798
11977,96369
11978,105347
11979,92844
11980,92877
11981,94583
11982,102975
11983,92823
11984,98157
11985,103494
11986,92822
11987,103495
11988,96344
11989,101772
11990,92821
11991,105323
11992,117033
11993,117034
11994,117035
11995,117036
11996,117037
11997,105980
11998,105979
11999,94539
12000,7044
12001,14787
12002,98124
12003,98123
12004,103466
12005,92795
12006,98047
12007,103407
12008,92742
12009,103406
12010,98045
12011,92741
12012,94467
12013,109735
12014,98043
12015,113098
12016,103430
12017,94502
12018,98080
12019,117038
12020,117039
12021,98040
12022,101671
12023,94464
12024,103399
12025,92773
12026,98078
12027,98077
12028,94500
12029,105250
12030,117040
12031,117041
12032,105516
12033,108750
12034,108751
12035,108753
12036,108754
12037,100945
12038,102724
12039,117042
12040,117043
12041,117044
12042,117045
12043,108756
12044,103124
12045,108757
12046,108759
12047,99644
12048,97747
12049,97510
12050,108760
12051,92517
12052,113101
12053,93727
12054,1882
12055,9000
12056,92518
12057,94425
12058,96046
12059,96194
12060,99793
12061,102678
12062,103165
12063,95428
12064,20097
12065,14023
12066,118065
12067,1889
12068,118066
12069,118067
12070,118068
12071,118069
12072,118070
12073,111568
12074,112462
12075,92923
12076,94247
12077,111562
12078,94549
12079,92527
12080,105597
12081,105565
12082,105564
12083,94364
12084,95756
12085,99403
12086,92265
12087,52341
12088,101178
12089,99402
12090,101177
12091,101176
12092,101179
12093,94015
12094,99400
12095,95740
12096,97574
12097,92260
12098,95736
12099,94012
12100,94011
12101,97573
12102,101172
12103,99398
12104,104734
12105,104733
12106,92259
12107,102911
12108,104731
12109,102910
12110,102909
12111,98006
12112,94441
12113,94440
12114,117046
12115,117047
12116,113103
12117,117049
12118,117050
12119,117053
12120,117054
12121,78896
12122,78897
12123,117055
12124,117056
12125,78900
12126,78901
12127,98880
12128,97967
12129,105145
12130,81264
12131,81265
12132,102446
12133,77236
12134,81266
12135,77237
12136,77238
12137,81267
12138,81268
12139,77242
12140,77243
12141,111607
12142,111610
12143,109672
12144,111571
12145,111573
12146,111574
12147,111575
12148,111578
12149,111579
12150,92704
12151,98003
12152,105169
12153,108762
12154,108764
12155,108765
12156,190853
12157,190854
12158,109662
12159,109663
12160,109664
12161,108766
12162,109665
12163,108767
12164,108768
12165,108769
12166,108770
12167,111580
12168,108771
12169,113104
12170,113105
12171,113106
12172,101557
12173,113107
12174,113108
12175,113109
12176,113110
12177,113111
12178,113112
12179,113113
12180,113116
12181,94260
12182,104491
12183,113117
12184,108772
12185,9641
12186,108773
12187,108774
12188,113121
12189,113122
12190,113126
12191,108775
12192,108776
12193,113128
12194,113129
12195,113130
12196,113131
12197,113133
12198,100839
12199,97453
12200,81274
12201,81276
12202,108783
12203,108784
12204,111582
12205,94513
12206,99824
12207,101872
12208,98005
12209,102594
12210,99823
12211,99796
12212,92684
12213,105164
12214,97984
12215,101618
12216,97982
12217,101615
12218,112676
12219,112677
12220,93933
12221,6918
12222,105505
12223,105510
12224,105503
12225,1735
12226,105511
12227,105506
12228,106081
12229,106080
12230,106082
12231,106084
12232,106085
12233,106086
12234,102687
12235,106087
12236,93800
12237,106088
12238,106089
12239,106090
12240,106091
12241,106092
12242,106093
12243,106095
12244,101653
12245,99189
12246,99809
12247,105184
12248,99216
12249,106097
12250,106099
12251,106102
12252,99615
12253,106103
12254,106106
12255,104866
12256,97720
12257,94159
12258,104548
12259,106105
12260,95507
12261,106110
12262,99156
12263,101080
12264,92114
12265,106117
12266,106118
12267,95625
12268,100965
12269,106120
12270,106122
12271,106123
12272,104571
12273,106124
12274,106125
12275,106126
12276,106128
12277,105514
12278,105497
12279,92103
12280,105464
12281,105518
12282,92021
12283,105471
12284,105520
12285,103140
12286,106135
12287,106136
12288,106139
12289,106140
12290,106141
12291,106143
12292,106146
12293,106147
12294,100555
12295,106148
12296,106150
12297,106151
12298,100590
12299,106153
12300,106154
12301,106155
12302,106158
12303,106160
12304,106161
12305,106162
12306,106163
12307,106164
12308,106165
12309,96991
12310,106166
12311,106167
12312,106168
12313,106169
12314,98884
12315,106170
12316,106172
12317,106173
12318,106175
12319,95549
12320,106177
12321,106179
12322,106182
12323,106183
12324,106184
12325,102381
12326,106191
12327,106193
12328,95680
12329,106195
12330,106194
12331,104947
12332,106198
12333,106196
12334,106199
12335,106200
12336,97376
12337,106201
12338,111587
12339,106202
12340,95140
12341,106203
12342,106204
12343,101314
12344,104958
12345,106205
12346,185118
12347,106206
12348,106208
12349,185119
12350,185121
12351,97335
12352,106209
12353,106212
12354,92131
12355,185123
12356,185124
12357,105252
12358,112685
12359,100917
12360,101707
12361,106213
12362,112687
12363,108901
12364,106214
12365,106215
12366,95471
12367,106216
12368,106217
12369,97338
12370,106219
12371,81308
12372,81309
12373,101006
12374,106220
12375,108904
12376,106222
12377,104876
12378,106223
12379,106229
12380,106231
12381,97355
12382,97332
12383,106226
12384,106225
12385,114038
12386,106227
12387,106228
12388,106233
12389,95565
12390,106234
12391,106235
12392,100538
12393,95647
12394,106237
12395,92185
12396,106247
12397,106248
12398,97054
12399,108810
12400,108813
12401,95120
12402,106250
12403,106249
12404,106251
12405,106252
12406,106254
12407,106255
12408,106256
12409,106257
12410,95602
12411,92786
12412,95652
12413,61014
12414,44407
12415,91421
12416,106258
12417,106260
12418,106262
12419,106264
12420,95929
12421,106265
12422,106266
12423,2392
12424,91463
12425,106267
12426,106268
12427,106269
12428,106270
12429,108822
12430,108826
12431,13062
12432,12149
12433,14768
12434,20191
12435,113922
12436,113923
12437,113924
12438,977
12439,113926
12440,108828
12441,21789
12442,21790
12443,6404
12444,117063
12445,108833
12446,108835
12447,9709
12448,4123
12449,7775
12450,21743
12451,21765
12452,21744
12453,113928
12454,118180
12455,113929
12456,26010
12457,26012
12458,26013
12459,111652
12460,109124
12461,26016
12462,26018
12463,15407
12464,26019
12465,109125
12466,111653
12467,108837
12468,108838
12469,108839
12470,108840
12471,108841
12472,108842
12473,106271
12474,106272
12475,106273
12476,106276
12477,106278
12478,106279
12479,104049
12480,104082
12481,106281
12482,106280
12483,26023
12484,26024
12485,26025
12486,26026
12487,26027
12488,110860
12489,109126
12490,109127
12491,110861
12492,110862
12493,103299
12494,95623
12495,105645
12496,101048
12497,96125
12498,93739
12499,103255
12500,104301
12501,105153
12502,97291
12503,92673
12504,99126
12505,101525
12506,26046
12507,26047
12508,113140
12509,113141
12510,105508
12511,26049
12512,26050
12513,26051
12514,26052
12515,26053
12516,26054
12517,117064
12518,117065
12519,20347
12520,11110
12521,96095
12522,113143
12523,12086
12524,980
12525,17991
12526,113145
12527,113146
12528,108845
12529,108846
12530,113148
12531,113149
12532,113151
12533,113152
12534,113154
12535,113155
12536,113157
12537,110035
12538,26057
12539,26058
12540,26059
12541,26060
12542,108847
12543,9712
12544,26065
12545,108849
12546,117068
12547,119163
12548,119166
12549,113158
12550,17068
12551,15280
12552,6904
12553,1531
12554,26066
12555,26067
12556,117069
12557,117070
12558,113160
12559,193652
12560,193653
12561,193654
12562,193656
12563,109706
12564,26068
12565,26069
12566,26070
12567,26071
12568,26072
12569,26073
12570,26064
12571,26077
12572,26080
12573,26081
12574,113933
12575,113935
12576,104064
12577,102315
12578,111591
12579,111592
12580,105368
12581,101781
12582,12620
12583,106282
12584,106283
12585,106284
12586,106285
12587,106286
12588,111597
12589,106287
12590,106288
12591,111599
12592,106289
12593,106290
12594,106291
12595,106292
12596,106293
12597,103498
12598,106294
12599,106295
12600,106296
12601,106298
12602,93227
12603,105327
12604,99965
12605,106299
12606,106300
12607,106301
12608,106302
12609,103496
12610,106304
12611,91444
12612,106305
12613,106306
12614,99964
12615,106307
12616,106308
12617,106309
12618,106310
12619,106311
12620,106312
12621,106313
